Index,Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType
844495,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,8.0,layer card fell into the lift,18,Short Stop
844721,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,24.0,Air Pressure issues when trying to lift Layer Pads. Craft adjusting Suckers / Air Supply.,18,Short Stop
844870,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,7.0,"Layer Sweep Crash. Op clearing Cans, Line knocked off to allow empty Cans to build back up. MR.",18,Short Stop
844874,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,12.0,Op recovering dropped Top Frame. Having to hold off until resolved.,18,Short Stop
845016,John Smiths/Pink,Machine Stop,De-palletiser,Control Panel / PLC,Fault not listed,47.0,Safety Door switch not registering. Craft busy. Op trying to reasolve. Handed over to Fosters Shift. Op found Safety Doors SI 3 & SI 4 in fault. Also Empty Pallets out of Sequence. Fosters Depal Op resolved. MR.,18,Breakdown
845051,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,17.0,"stack jammed,operator dropped all lifts to enter and straighten stack and send out-DH",18,Short Stop
845061,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,14.0,"Empty Pallet Stack jammed, Operator having to lower all Lifts to enter and straighten Pallet Stack then send Stack out. MR.",18,Short Stop
845069,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,"Empty Pallet Stack jammed, Operator having to lower all Lifts to enter and straighten Pallet Stack then send Stack out. MR.",18,Short Stop
845078,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,8.0,"Same fault as previously. When full Empty Stack is made Pallet Stack jams, Operator having to lower all Lifts to enter and straighten Pallet Stack then send Stack out. MR.",18,Short Stop
845082,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,9.0,"Same as previous issue. Empty Pallet Stack jammed, Operator having to lower all Lifts to enter and straighten Pallet Stack then send Stack out. MR.",18,Short Stop
845122,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,,18,Short Stop
845142,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,,18,Short Stop
845305,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,7.0,,18,Short Stop
845306,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,3.0,,18,Short Stop
845387,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Sensor dirty/ misaligned,9.0,,18,Short Stop
845390,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,10.0,,18,Short Stop
845391,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,5.0,,18,Short Stop
845602,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Fault not listed,15.0,problem empty pallet lift,18,Short Stop
845646,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,3.0,,18,Short Stop
845690,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,8.0,,18,Short Stop
845849,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,6.0,,18,Short Stop
845851,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,24.0,trying to let two pallets in to lift at same time,18,Breakdown
845971,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,3.0,Stopped Line to allow Op to clear a Jammed Stack of Empty Pallets. MR.,18,Short Stop
846119,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,12.0,JB Empty pallet jam at Depal pallet stacker,18,Short Stop
846729,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,10.0,pallets out of sync,18,Short Stop
846783,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,10.0,,18,Short Stop
846789,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Chain/ Drive,63.0,sprocket come off on sweep arm chain  craft repaired sprocket and re-fitted,18,Breakdown
846799,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,18.0,,18,Short Stop
846800,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,15.0,,18,Short Stop
846802,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,11.0,,18,Short Stop
846805,Heineken/Orange,Machine Stop,De-palletiser,Control Panel / PLC,Castel Key / E-Stops,9.0,e-stops tripped out,18,Short Stop
846829,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,5.0,,18,Short Stop
847329,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Sensor mis-aligned,6.0,,18,Short Stop
847354,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,7.0,,18,Short Stop
847381,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,10.0,,18,Short Stop
847437,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,14.0,lightguard had tripped out,18,Short Stop
847537,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,15.0,,18,Short Stop
847556,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Sensor dirty/ misaligned,3.0,,18,Short Stop
847591,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,8.0,,18,Short Stop
847637,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,2.0,dropped top frame,18,Short Stop
847668,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,10.0,"can being picked up with layer card,operator adjusted pressure-DH",18,Short Stop
847679,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,4.0,Dropped Layer Pad. Op rectifying.,18,Short Stop
847881,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,6.0,,18,Short Stop
848239,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,157.0,Sweep arm not sweeping and Empty Pallet System not working. Crafts called and handed over to next shift. Nigt Shift Craft replaced PLC Card due to being faulty. MR.,18,Short Stop
848299,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,20.0,Dropped Top Frame Operator clearing. Allowing Cans to build back up before starting back up.,18,Short Stop
848406,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,5.0,,18,Short Stop
848428,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Chain/ Drive,8.0,"Damaged sprocket, Crafts investigating.",18,Short Stop
848458,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Chain/ Drive,244.0,"Damaged sprocket, Crafts investigating.",18,Breakdown
848584,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,25.0,layer card stuck in conveyors,18,Short Stop
848880,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,2.0,Light guard tripped,18,Short Stop
849033,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,5.0,truck driver tripped light barrier putting plts on,18,Short Stop
849043,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,dropped layer card,18,Short Stop
849078,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,10.0,dropped top frame in lift removed,18,Short Stop
849193,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Chain/ Drive,45.0,Bearing has detached from Sprocket causing one side of the Sweeper Arm. Craft replacing Sprocket / Bearing assembly. MR.,18,Breakdown
849306,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,31.0,Sweeper Crash. MR.,18,Short Stop
849372,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,9.0,Sweep Crash. MR.,18,Short Stop
849532,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,105.0,no air pressure on suction cups,18,Breakdown
849609,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,12.0,Sweeper Crash. MR.,18,Short Stop
849816,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,14.0,Struggling with lack of Compressed Air - Stop / Start. MR.,18,Short Stop
849845,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Sensor dirty/ misaligned,14.0,2 x Sensors out of alignment. MR.,18,Short Stop
849889,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,48.0,craft checking for air leak Air regualtor Dirty full of dust had to be dismantled and cleaned out then refitted,18,Short Stop
849890,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,2.0,Dropped layer pad,18,Short Stop
849891,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,Dropped layer pad,18,Short Stop
849904,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,,18,Short Stop
849917,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,16.0,,18,Short Stop
849922,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,16.0,Layerpad gripper failure,18,Short Stop
849952,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,13.0,,18,Short Stop
849956,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,,18,Short Stop
849971,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,16.0,craft investigating ongoing issue,18,Short Stop
849975,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,16.0,sweep assembly not moving back into position craft investigating,18,Short Stop
849976,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,3.0,Dropped layer pad,18,Short Stop
849978,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,6.0,Dropped layer pad,18,Short Stop
850071,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,9.0,,18,Short Stop
850086,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,28.0,layer pads fell through lift,18,Short Stop
850097,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,1.0,Layerpad gripper failure,18,Short Stop
850107,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Sensor failure,16.0,not picking layer cards up,18,Short Stop
850136,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Fault not listed,8.0,empty pallet stuck had to remove,18,Short Stop
850157,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,16.0,,18,Short Stop
850160,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,8.0,,18,Short Stop
850178,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,19.0,dropping layercards through the lift on to conveyors.,18,Breakdown
850262,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,16.0,,18,Short Stop
850285,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,,18,Short Stop
850306,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,7.0,light guard tripped,18,Short Stop
850336,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,10.0,layerpad issue fault op cleaning suckers to see if adjusts it,18,Short Stop
850362,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,6.0,layer pad take off alarm,18,Short Stop
850374,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,33.0,layer cards jammed on transfer table also have fallen into the lift. Sensor out of position causing too many layercards.,18,Short Stop
850383,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,10.0,layer pad alarm,18,Short Stop
850384,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,4.0,empty pallet jam,18,Short Stop
850410,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,,18,Short Stop
850434,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,,18,Short Stop
850448,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,14.0,,18,Short Stop
850456,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,4.0,,18,Short Stop
850465,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,2.0,Dropped layer pad,18,Short Stop
850466,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,6.0,Layer pads fallen in lift,18,Short Stop
850479,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,1.0,layer pad pressure adjusted as not picking cards up,18,Short Stop
850481,Strongbow/Yellow,Machine Stop,De-palletiser,Layer Sweep Assembly,Layer sucker failure,3.0,layer card jam,18,Short Stop
850556,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,Dropped layer pad,18,Short Stop
850565,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,3.0,Dropped layer pad on lift,18,Short Stop
850587,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,,18,Short Stop
850613,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,6.0,,18,Short Stop
850633,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,,18,Short Stop
850636,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,5.0,,18,Short Stop
850637,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,,18,Short Stop
850645,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Sweeper Crash. MR.,18,Short Stop
850752,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Doors,3.0,pallet stuck in the lift,18,Short Stop
850761,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,4.0,layer pad alarm,18,Short Stop
850806,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,10.0,layerpad jam,18,Short Stop
850873,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,14.0,Constant Alarms every time a Layer Card is removed. Informed to stop until Craft resolve.,18,Short Stop
850903,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,14.0,layer pad jam,18,Short Stop
850958,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,15.0,layer pad jam,18,Short Stop
851199,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Sensor mis-alignned,9.0,"operater had to access de-pal, Re-allign sensor and perform reset.",18,Short Stop
851235,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,7.0,"Operater had to access de-pal, Release jammed pallet and perform reset.",18,Short Stop
851241,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,10.0,Layer Pad Dullage Pallet full and jammed. Op clearing.,18,Short Stop
851264,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Layer Card Sweep Table has not returned to its Home Position.,18,Short Stop
851336,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,10.0,Sweeper Crash.,18,Short Stop
851347,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,9.0,"suckers not picking up layer cards ,operator adjusted pressure",18,Short Stop
851394,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,11.0,,18,Short Stop
851420,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,10.0,,18,Short Stop
851557,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,8.0,"Pallet jammed in lift operater had to access de-pal, release jammed pallet and perform reset.",18,Short Stop
